Title,Year_released,media_type,theme
The Matrix,1999,film,cyberpunk
The Matrix,1999,film,dystopia
The Matrix,1999,film,robots
Star Wars: Episode I - The Phantom Menace,1999,film,space_opera
Galaxy Quest,1999,film,aliens
Galaxy Quest,1999,film,space_opera
Galaxy Quest,1999,film,time_travel
The Iron Giant,1999,film,aliens
The Iron Giant,1999,film,robots
Bicentennial Man,1999,film,robots
Wild Wild West,1999,film,steampunk
The Thirteenth Floor,1999,film,alternate_universe
The Thirteenth Floor,1999,film,dystopia
The Thirteenth Floor,1999,film,robots
eXistenZ,1999,film,dystopia
Jin-Roh: The Wolf Brigade,1999,film,alternate_history
Jin-Roh: The Wolf Brigade,1999,film,dystopia
My Favorite Martian,1999,film,aliens
Virus,1999,film,aliens
Virus,1999,film,apocalyptic
The Astronaut's Wife,1999,film,aliens
The Astronaut's Wife,1999,film,space_opera
Muppets from Space,1999,film,aliens
Godzilla 2000: Millennium,1999,film,aliens
Batman Beyond: The Movie,1999,film,cyberpunk
Zenon: Girl of the 21st Century,1999,film,space_opera
Smart House,1999,film,robots
Wild Zero,1999,film,aliens
Wild Zero,1999,film,apocalyptic
Wing Commander,1999,film,space_opera
New Rose Hotel,1999,film,cyberpunk
Dexter's Laboratory: Ego Trip,1999,film,robots
Blackadder: Back & Forth,1999,film,time_travel
Doctor Who: The Curse of Fatal Death,1999,film,aliens
Doctor Who: The Curse of Fatal Death,1999,film,time_travel
The Time Shifters,1999,film,time_travel
Babylon 5: A Call to Arms,1999,film,aliens
Babylon 5: A Call to Arms,1999,film,military
Babylon 5: A Call to Arms,1999,film,space_opera
The Hole,1999,film,apocalyptic
Peut-être,1999,film,time_travel
The 6th Day,2000,film,cyberpunk
The 6th Day,2000,film,dystopia
Titan A.E.,2000,film,aliens
Titan A.E.,2000,film,dystopia
Titan A.E.,2000,film,space_opera
Red Planet,2000,film,robots
Red Planet,2000,film,space_opera
Frequency,2000,film,time_travel
Pitch Black,2000,film,aliens
Pitch Black,2000,film,dystopia
Mission to Mars,2000,film,aliens
Mission to Mars,2000,film,space_opera
Batman Beyond: Return of the Joker,2000,film,cyberpunk
Batman Beyond: Return of the Joker,2000,film,dystopia
Battlefield Earth,2000,film,aliens
Battlefield Earth,2000,film,apocalyptic
Battlefield Earth,2000,film,dystopia
Heavy Metal 2000,2000,film,space_opera
Buzz Lightyear of Star Command: The Adventure Begins,2000,film,space_opera
Scooby-Doo and the Alien Invaders,2000,film,aliens
Doraemon: Nobita and the Legend of the Sun King,2000,film,time_travel
2001: A Space Travesty,2000,film,aliens
Fortress 2,2000,film,dystopia
Fortress 2,2000,film,space_opera
What Planet Are You From?,2000,film,aliens
On the Beach,2000,film,dystopia
Python,2000,film,military
Happy Accidents,2000,film,time_travel
Stepsister from Planet Weird,2000,film,aliens
Into Pitch Black,2000,film,aliens
A.I. Artificial Intelligence,2001,film,aliens
A.I. Artificial Intelligence,2001,film,dystopia
A.I. Artificial Intelligence,2001,film,robots
Spy Kids,2001,film,robots
The One,2001,film,alternate_universe
The One,2001,film,time_travel
Evolution,2001,film,aliens
Planet of the Apes,2001,film,dystopia
Planet of the Apes,2001,film,space_opera
Planet of the Apes,2001,film,time_travel
Atlantis: The Lost Empire,2001,film,steampunk
Jason X,2001,film,space_opera
K-PAX,2001,film,aliens
Final Fantasy: The Spirits Within,2001,film,aliens
Final Fantasy: The Spirits Within,2001,film,apocalyptic
Final Fantasy: The Spirits Within,2001,film,dystopia
Final Fantasy: The Spirits Within,2001,film,military
Final Fantasy: The Spirits Within,2001,film,space_opera
Jimmy Neutron: Boy Genius,2001,film,aliens
Jimmy Neutron: Boy Genius,2001,film,robots
Ghosts of Mars,2001,film,apocalyptic
Impostor,2001,film,aliens
Impostor,2001,film,robots
Monkeybone,2001,film,alternate_universe
Pokémon 4Ever,2001,film,time_travel
Just Visiting,2001,film,alternate_history
Just Visiting,2001,film,time_travel
Metropolis,2001,film,robots
Metropolis,2001,film,steampunk
Vidocq,2001,film,steampunk
Arachnid,2001,film,aliens
Arachnid,2001,film,apocalyptic
Avalon,2001,film,cyberpunk
Avalon,2001,film,dystopia
Electric Dragon 80000V,2001,film,cyberpunk
RoboCop: Prime Directives,2001,film,robots
The Lost Skeleton of Cadavra,2001,film,aliens
28 Days Later,2002,film,apocalyptic
Lilo & Stitch,2002,film,aliens
Star Wars: Episode II - Attack of the Clones,2002,film,space_opera
Minority Report,2002,film,cyberpunk
Minority Report,2002,film,dystopia
Treasure Planet,2002,film,aliens
Treasure Planet,2002,film,robots
Treasure Planet,2002,film,space_opera
Treasure Planet,2002,film,steampunk
Men in Black II,2002,film,aliens
Signs,2002,film,aliens
Star Trek: Nemesis,2002,film,robots
Star Trek: Nemesis,2002,film,space_opera
Equilibrium,2002,film,dystopia
The Time Machine,2002,film,steampunk
The Time Machine,2002,film,time_travel
Resident Evil,2002,film,apocalyptic
Resident Evil,2002,film,dystopia
Solaris,2002,film,space_opera
Rollerball,2002,film,dystopia
Cypher,2002,film,dystopia
Thunderpants,2002,film,space_opera
Armitage: Dual Matrix,2002,film,cyberpunk
Armitage: Dual Matrix,2002,film,robots
Returner,2002,film,aliens
Returner,2002,film,time_travel
Patlabor WXIII the Movie,2002,film,robots
Teenage Caveman,2002,film,apocalyptic
Terminal Invasion,2002,film,aliens
The ChubbChubbs!,2002,film,aliens
Dead or Alive: Final,2002,film,apocalyptic
Dead or Alive: Final,2002,film,cyberpunk
Dead or Alive: Final,2002,film,robots
The Matrix Reloaded,2003,film,cyberpunk
The Matrix Reloaded,2003,film,dystopia
The Matrix Reloaded,2003,film,robots
The Matrix Revolutions,2003,film,cyberpunk
The Matrix Revolutions,2003,film,dystopia
The Matrix Revolutions,2003,film,robots
Hulk,2003,film,military
Terminator 3: Rise of the Machines,2003,film,dystopia
Terminator 3: Rise of the Machines,2003,film,robots
Terminator 3: Rise of the Machines,2003,film,time_travel
The League of Extraordinary Gentlemen,2003,film,steampunk
Spy Kids 3-D: Game Over,2003,film,robots
The Animatrix,2003,film,apocalyptic
The Animatrix,2003,film,cyberpunk
The Animatrix,2003,film,dystopia
The Animatrix,2003,film,robots
Paycheck,2003,film,cyberpunk
Timeline,2003,film,time_travel
Atlantis: Milo's Return,2003,film,steampunk
Dreamcatcher,2003,film,aliens
Stitch! The Movie,2003,film,aliens
Code 46,2003,film,dystopia
Koi... Mil Gaya,2003,film,aliens
Good Boy!,2003,film,space_opera
The Big Empty,2003,film,aliens
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,film,aliens
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,film,space_opera
Kim Possible: A Sitch in Time,2003,film,dystopia
Kim Possible: A Sitch in Time,2003,film,time_travel
Alien Hunter,2003,film,aliens
Time Changer,2003,film,time_travel
Beyond Re-Animator,2003,film,apocalyptic
Timecop: The Berlin Decision,2003,film,alternate_universe
Timecop: The Berlin Decision,2003,film,time_travel
Undead,2003,film,apocalyptic
Save the Green Planet!,2003,film,aliens
The Second Renaissance Part I,2003,film,robots
The Second Renaissance Part II,2003,film,robots
Natural City,2003,film,dystopia
Natural City,2003,film,robots
"I, Robot",2004,film,dystopia
"I, Robot",2004,film,robots
The Butterfly Effect,2004,film,time_travel
AVP: Alien vs. Predator,2004,film,aliens
Dawn of the Dead,2004,film,apocalyptic
District B13,2004,film,dystopia
Resident Evil: Apocalypse,2004,film,apocalyptic
Resident Evil: Apocalypse,2004,film,dystopia
The Chronicles of Riddick,2004,film,dystopia
The Chronicles of Riddick,2004,film,space_opera
Cube Zero,2004,film,alternate_universe
Primer,2004,film,time_travel
The Stepford Wives,2004,film,robots
Sky Captain and the World of Tomorrow,2004,film,robots
Sky Captain and the World of Tomorrow,2004,film,steampunk
2046,2004,film,robots
Starship Troopers 2: Hero of the Federation,2004,film,aliens
Ghost in the Shell 2: Innocence,2004,film,cyberpunk
Ghost in the Shell 2: Innocence,2004,film,robots
Species III,2004,film,military
Pinocchio 3000,2004,film,robots
Casshern,2004,film,apocalyptic
Casshern,2004,film,dystopia
Steamboy,2004,film,steampunk
(T)Raumschiff Surprise - Periode 1,2004,film,space_opera
(T)Raumschiff Surprise - Periode 1,2004,film,time_travel
Appleseed,2004,film,apocalyptic
Appleseed,2004,film,cyberpunk
Appleseed,2004,film,robots
One Point O,2004,film,cyberpunk
One Point O,2004,film,dystopia
One Point O,2004,film,robots
Retrograde,2004,film,space_opera
Retrograde,2004,film,time_travel
Dead Leaves,2004,film,robots
G.O.R.A.,2004,film,space_opera
Hellevator: The Bottled Fools,2004,film,cyberpunk
Hellevator: The Bottled Fools,2004,film,dystopia
The Chronicles of Riddick: Dark Fury,2004,film,dystopia
Star Wars: Episode III - Revenge of the Sith,2005,film,space_opera
War of the Worlds,2005,film,aliens
War of the Worlds,2005,film,dystopia
Fantastic Four,2005,film,space_opera
The Island,2005,film,dystopia
Robots,2005,film,robots
Robots,2005,film,steampunk
Zathura: A Space Adventure,2005,film,aliens
Zathura: A Space Adventure,2005,film,space_opera
Serenity,2005,film,dystopia
Serenity,2005,film,space_opera
Æon Flux,2005,film,cyberpunk
Æon Flux,2005,film,dystopia
The Hitchhiker's Guide to the Galaxy,2005,film,aliens
The Hitchhiker's Guide to the Galaxy,2005,film,robots
The Hitchhiker's Guide to the Galaxy,2005,film,space_opera
Lilo & Stitch 2: Stitch Has a Glitch,2005,film,aliens
Doom,2005,film,military
The Jacket,2005,film,time_travel
Land of the Dead,2005,film,apocalyptic
Land of the Dead,2005,film,dystopia
Stealth,2005,film,military
Stealth,2005,film,robots
A Sound of Thunder,2005,film,time_travel
H.G. Wells' War of the Worlds,2005,film,aliens
H.G. Wells' War of the Worlds,2005,film,dystopia
Star Wreck: In the Pirkinning,2005,film,alternate_universe
Star Wreck: In the Pirkinning,2005,film,space_opera
Star Wreck: In the Pirkinning,2005,film,time_travel
The Wild Blue Yonder,2005,film,aliens
Summer Time Machine Blues,2005,film,time_travel
Alien Apocalypse,2005,film,aliens
Alive in Joburg,2005,film,aliens
Alive in Joburg,2005,film,space_opera
Pale Cocoon,2005,film,apocalyptic
The Prestige,2006,film,steampunk
V for Vendetta,2006,film,dystopia
Idiocracy,2006,film,dystopia
Children of Men,2006,film,dystopia
Déjà Vu,2006,film,time_travel
Superman Returns,2006,film,aliens
Paprika,2006,film,alternate_universe
Slither,2006,film,aliens
Slither,2006,film,apocalyptic
The Girl Who Leapt Through Time,2006,film,time_travel
Leroy & Stitch,2006,film,aliens
Leroy & Stitch,2006,film,space_opera
Ultraviolet,2006,film,dystopia
The Butterfly Effect 2,2006,film,time_travel
Doraemon: Nobita's Dinosaur,2006,film,time_travel
A Scanner Darkly,2006,film,cyberpunk
A Scanner Darkly,2006,film,dystopia
Ultimate Avengers: The Movie,2006,film,aliens
Renaissance,2006,film,dystopia
Ultimate Avengers 2,2006,film,aliens
Alien Autopsy,2006,film,aliens
Lifted,2006,film,aliens
Origin: Spirits of the Past,2006,film,dystopia
Codename: Kids Next Door: Operation Z.E.R.O.,2006,film,apocalyptic
Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven,2006,film,cyberpunk
Ghost in the Shell: S.A.C. 2nd GIG - Individual Eleven,2006,film,robots
Mammoth,2006,film,aliens
Altered,2006,film,aliens
Evil Aliens,2006,film,aliens
Poultrygeist: Night of the Chicken Dead,2006,film,apocalyptic
Right at Your Door,2006,film,apocalyptic
The Black Hole,2006,film,aliens
The Amazing Screw-On Head,2006,film,robots
The Amazing Screw-On Head,2006,film,steampunk
Meatball Machine,2006,film,aliens
Meatball Machine,2006,film,cyberpunk
The Dark Hour,2006,film,apocalyptic
Electroma,2006,film,robots
Turks in Space,2006,film,space_opera
I Am Legend,2007,film,apocalyptic
I Am Legend,2007,film,dystopia
Aliens vs Predator: Requiem,2007,film,aliens
28 Weeks Later,2007,film,apocalyptic
Fantastic Four: Rise of the Silver Surfer,2007,film,military
Fantastic Four: Rise of the Silver Surfer,2007,film,space_opera
Meet the Robinsons,2007,film,time_travel
Next,2007,film,time_travel
The Invasion,2007,film,aliens
The Invasion,2007,film,apocalyptic
Sunshine,2007,film,space_opera
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,2007,film,time_travel
Transformers,2007,film,aliens
Transformers,2007,film,robots
Timecrimes,2007,film,time_travel
Evangelion: 1.0 You Are (Not) Alone,2007,film,aliens
Evangelion: 1.0 You Are (Not) Alone,2007,film,apocalyptic
Evangelion: 1.0 You Are (Not) Alone,2007,film,dystopia
Evangelion: 1.0 You Are (Not) Alone,2007,film,military
Diary of the Dead,2007,film,apocalyptic
Futurama: Bender's Big Score,2007,film,time_travel
Ben 10: Secret of the Omnitrix,2007,film,aliens
Species: The Awakening,2007,film,aliens
Southland Tales,2007,film,time_travel
Battlestar Galactica: Razor,2007,film,space_opera
The Astronaut Farmer,2007,film,space_opera
The Last Mimzy,2007,film,time_travel
Resident Evil: Extinction,2007,film,apocalyptic
Resident Evil: Extinction,2007,film,dystopia
Battle for Terra,2007,film,robots
Family Guy Presents: Blue Harvest,2007,film,space_opera
Ghost in the Shell: Stand Alone Complex - Solid State Society,2007,film,cyberpunk
Ghost in the Shell: Stand Alone Complex - Solid State Society,2007,film,robots
Vexille,2007,film,cyberpunk
Vexille,2007,film,robots
Dororo,2007,film,apocalyptic
Appleseed: Ex Machina,2007,film,cyberpunk
Appleseed: Ex Machina,2007,film,robots
Transformers: Beginnings,2007,film,robots
Decoys 2: Alien Seduction,2007,film,aliens
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,film,robots
I Am Omega,2007,film,apocalyptic
The Gene Generation,2007,film,cyberpunk
Perfect Creature,2007,film,alternate_universe
Perfect Creature,2007,film,steampunk
Unearthed,2007,film,aliens
Chrysalis,2007,film,dystopia
The Aerial,2007,film,dystopia
Doctor Who: Time Crash,2007,film,time_travel
Monica's Gang in an Adventure in Time,2007,film,time_travel
WALL·E,2008,film,dystopia
WALL·E,2008,film,robots
WALL·E,2008,film,space_opera
The Incredible Hulk,2008,film,military
Death Race,2008,film,dystopia
Cloverfield,2008,film,aliens
Cloverfield,2008,film,military
The Happening,2008,film,apocalyptic
The Day the Earth Stood Still,2008,film,aliens
The Day the Earth Stood Still,2008,film,space_opera
Doomsday,2008,film,apocalyptic
Doomsday,2008,film,dystopia
Star Wars: The Clone Wars,2008,film,robots
Star Wars: The Clone Wars,2008,film,space_opera
The X-Files: I Want to Believe,2008,film,aliens
Meet Dave,2008,film,aliens
Meet Dave,2008,film,space_opera
Quarantine,2008,film,apocalyptic
Outlander,2008,film,aliens
Babylon A.D.,2008,film,cyberpunk
Babylon A.D.,2008,film,dystopia
Resident Evil: Degeneration,2008,film,apocalyptic
Resident Evil: Degeneration,2008,film,dystopia
Ben 10: Race Against Time,2008,film,aliens
Stargate: The Ark of Truth,2008,film,aliens
Stargate: The Ark of Truth,2008,film,space_opera
Stargate: Continuum,2008,film,aliens
Stargate: Continuum,2008,film,space_opera
Stargate: Continuum,2008,film,time_travel
Zombie Strippers!,2008,film,apocalyptic
Space Chimps,2008,film,space_opera
BURN·E,2008,film,robots
BURN·E,2008,film,space_opera
Dragon Ball: Yo! Son Goku and His Friends Return!!,2008,film,aliens
Ghost in the Shell 2.0,2008,film,cyberpunk
Ghost in the Shell 2.0,2008,film,dystopia
Ghost in the Shell 2.0,2008,film,robots
Knight Rider,2008,film,robots
Tokyo Gore Police,2008,film,cyberpunk
Repo! The Genetic Opera,2008,film,dystopia
Day of the Dead,2008,film,apocalyptic
Cyborg She,2008,film,robots
Cyborg She,2008,film,time_travel
Futurama: The Beast with a Billion Backs,2008,film,aliens
War of the Worlds 2: The Next Wave,2008,film,aliens
War of the Worlds 2: The Next Wave,2008,film,dystopia
War of the Worlds 2: The Next Wave,2008,film,military
2012 Doomsday,2008,film,dystopia
Dante 01,2008,film,space_opera
Visioneers,2008,film,dystopia
Doctor Who: The Next Doctor,2008,film,aliens
Doctor Who: The Next Doctor,2008,film,robots
Doctor Who: The Next Doctor,2008,film,time_travel
We Are from the Future,2008,film,time_travel
Sleep Dealer,2008,film,dystopia
A.R.O.G,2008,film,time_travel
Avatar,2009,film,space_opera
Star Trek,2009,film,space_opera
Star Trek,2009,film,time_travel
District 9,2009,film,aliens
District 9,2009,film,alternate_history
District 9,2009,film,dystopia
Monsters vs Aliens,2009,film,aliens
Terminator Salvation,2009,film,apocalyptic
Terminator Salvation,2009,film,dystopia
Terminator Salvation,2009,film,robots
9,2009,film,apocalyptic
9,2009,film,dystopia
9,2009,film,steampunk
Knowing,2009,film,aliens
Mr. Nobody,2009,film,time_travel
Planet 51,2009,film,aliens
Planet 51,2009,film,space_opera
Surrogates,2009,film,dystopia
Surrogates,2009,film,robots
Astro Boy,2009,film,robots
Moon,2009,film,dystopia
Moon,2009,film,robots
Moon,2009,film,space_opera
Summer Wars,2009,film,robots
Gamer,2009,film,dystopia
Transformers: Revenge of the Fallen,2009,film,aliens
Transformers: Revenge of the Fallen,2009,film,robots
Race to Witch Mountain,2009,film,aliens
Race to Witch Mountain,2009,film,military
Race to Witch Mountain,2009,film,space_opera
The Fourth Kind,2009,film,aliens
Pandorum,2009,film,dystopia
Pandorum,2009,film,space_opera
Land of the Lost,2009,film,alternate_universe
Aliens in the Attic,2009,film,aliens
Carriers,2009,film,apocalyptic
Ben 10: Alien Swarm,2009,film,aliens
Evangelion: 2.0 You Can (Not) Advance,2009,film,aliens
Evangelion: 2.0 You Can (Not) Advance,2009,film,apocalyptic
Evangelion: 2.0 You Can (Not) Advance,2009,film,military
Green Lantern: First Flight,2009,film,aliens
The Butterfly Effect 3: Revelations,2009,film,time_travel
Space Buddies,2009,film,space_opera
Mutant Pumpkins from Outer Space,2009,film,aliens
Metropia,2009,film,dystopia
Frequently Asked Questions About Time Travel,2009,film,time_travel
The Door,2009,film,time_travel
Futurama: Into the Wild Green Yonder,2009,film,aliens
Gurren Lagann the Movie: The Lights in the Sky Are Stars,2009,film,dystopia
Cargo,2009,film,space_opera
Pontypool,2009,film,apocalyptic
MegaFault,2009,film,military
"Family Guy Presents: Something, Something, Something, Dark Side",2009,film,space_opera
Turtles Forever,2009,film,aliens
Turtles Forever,2009,film,alternate_universe
Against the Dark,2009,film,apocalyptic
Virtuality,2009,film,space_opera
The Inhabited Island,2009,film,space_opera
Doctor Who: The Waters of Mars,2009,film,alternate_history
Doctor Who: Planet of the Dead,2009,film,aliens
RoboGeisha,2009,film,robots
Skyrunners,2009,film,space_opera
Cencoroll,2009,film,aliens
The Terminators,2009,film,robots
Happy End,2009,film,apocalyptic
2081,2009,film,dystopia
I Am Here....Now,2009,film,aliens
I Am Here....Now,2009,film,robots
Panic Attack!,2009,film,aliens
TRON: Legacy,2010,film,dystopia
TRON: Legacy,2010,film,robots
Megamind,2010,film,aliens
Predators,2010,film,aliens
The Book of Eli,2010,film,apocalyptic
The Book of Eli,2010,film,dystopia
Repo Men,2010,film,cyberpunk
Repo Men,2010,film,dystopia
Death Race 2,2010,film,dystopia
Daybreakers,2010,film,dystopia
Never Let Me Go,2010,film,dystopia
Hot Tub Time Machine,2010,film,time_travel
Skyline,2010,film,aliens
Gantz,2010,film,aliens
The Lost Future,2010,film,apocalyptic
Monsters,2010,film,aliens
Monsters,2010,film,dystopia
Tekken,2010,film,dystopia
Family Guy Presents: It's a Trap!,2010,film,military
Family Guy Presents: It's a Trap!,2010,film,space_opera
Space Battleship Yamato,2010,film,aliens
Space Battleship Yamato,2010,film,apocalyptic
Space Battleship Yamato,2010,film,military
Mega Shark vs. Crocosaurus,2010,film,military
Enthiran,2010,film,robots
Stake Land,2010,film,apocalyptic
King of Thorn,2010,film,apocalyptic
Hunter Prey,2010,film,aliens
Welcome to the Space Show,2010,film,aliens
Welcome to the Space Show,2010,film,space_opera
Time of EVE: The Movie,2010,film,robots
Time Traveller: The Girl Who Leapt Through Time,2010,film,time_travel
Helldriver,2010,film,aliens
Helldriver,2010,film,apocalyptic
Helldriver,2010,film,dystopia
Tetsuo: The Bullet Man,2010,film,cyberpunk
Tetsuo: The Bullet Man,2010,film,robots
The Dead,2010,film,apocalyptic
We Are from the Future 2,2010,film,time_travel
Resident Evil: Afterlife,2010,film,apocalyptic
Resident Evil: Afterlife,2010,film,dystopia
Real Steel,2011,film,robots
In Time,2011,film,dystopia
Rise of the Planet of the Apes,2011,film,apocalyptic
Rise of the Planet of the Apes,2011,film,dystopia
Source Code,2011,film,time_travel
Green Lantern,2011,film,aliens
Cowboys & Aliens,2011,film,aliens
Cowboys & Aliens,2011,film,space_opera
Paul,2011,film,aliens
Contagion,2011,film,apocalyptic
Super 8,2011,film,aliens
The Thing,2011,film,aliens
Battle: Los Angeles,2011,film,aliens
I Am Number Four,2011,film,aliens
The Darkest Hour,2011,film,aliens
Doraemon: Nobita and the New Steel Troops: Winged Angels,2011,film,robots
Attack the Block,2011,film,aliens
Transformers: Dark of the Moon,2011,film,space_opera
Quarantine 2: Terminal,2011,film,apocalyptic
Green Lantern: Emerald Knights,2011,film,aliens
Dragon Ball: Episode of Bardock,2011,film,time_travel
Apollo 18,2011,film,aliens
Ra.One,2011,film,robots
EVA,2011,film,robots
Judas Kiss,2011,film,time_travel
Manborg,2011,film,dystopia
Manborg,2011,film,robots
The Captains,2011,film,space_opera
Zombie Apocalypse,2011,film,apocalyptic
Dylan Dog: Dead of Night,2011,film,apocalyptic
The Day,2011,film,apocalyptic
The Day,2011,film,dystopia
LEGO Star Wars: The Padawan Menace,2011,film,space_opera
Dead Space: Aftermath,2011,film,space_opera
Hell,2011,film,apocalyptic
Hell,2011,film,dystopia
The Man from the Future,2011,film,time_travel
Battle of Los Angeles,2011,film,aliens
Battle of Los Angeles,2011,film,robots
Battle of Los Angeles,2011,film,space_opera
Mardock Scramble: The Second Combustion,2011,film,cyberpunk
Mardock Scramble: The Second Combustion,2011,film,robots
"Doctor Who: The Doctor, the Widow and the Wardrobe",2011,film,aliens
"Doctor Who: The Doctor, the Widow and the Wardrobe",2011,film,time_travel
7Aum Arivu,2011,film,apocalyptic
Love,2011,film,space_opera
51,2011,film,aliens
Android Re-Enactment,2011,film,robots
Extraterrestrial,2011,film,aliens
The Amazing Spider-Man,2012,film,apocalyptic
The Avengers,2012,film,aliens
Prometheus,2012,film,aliens
Prometheus,2012,film,robots
Prometheus,2012,film,space_opera
John Carter,2012,film,aliens
John Carter,2012,film,space_opera
John Carter,2012,film,steampunk
Cloud Atlas,2012,film,dystopia
Cloud Atlas,2012,film,robots
Total Recall,2012,film,dystopia
The Hunger Games,2012,film,dystopia
Looper,2012,film,dystopia
Looper,2012,film,time_travel
Men in Black 3,2012,film,aliens
Men in Black 3,2012,film,time_travel
Dredd,2012,film,apocalyptic
Dredd,2012,film,cyberpunk
Dredd,2012,film,dystopia
The Watch,2012,film,aliens
Resident Evil: Damnation,2012,film,apocalyptic
Resident Evil: Damnation,2012,film,dystopia
Iron Sky,2012,film,space_opera
Lockout,2012,film,space_opera
"Batman: The Dark Knight Returns, Part 1",2012,film,dystopia
Evangelion: 3.0 You Can (Not) Redo,2012,film,aliens
Evangelion: 3.0 You Can (Not) Redo,2012,film,apocalyptic
Evangelion: 3.0 You Can (Not) Redo,2012,film,military
Safety Not Guaranteed,2012,film,time_travel
Robot & Frank,2012,film,robots
Ben 10: Destroy All Aliens,2012,film,aliens
The Bay,2012,film,apocalyptic
Time Travel Mater,2012,film,time_travel
The Philadelphia Experiment,2012,film,time_travel
Battlestar Galactica: Blood & Chrome,2012,film,military
Battlestar Galactica: Blood & Chrome,2012,film,space_opera
Antiviral,2012,film,apocalyptic
U.F.O.,2012,film,aliens
U.F.O.,2012,film,military
Code Geass: Akito the Exiled 1: The Wyvern Arrives,2012,film,alternate_universe
Code Geass: Akito the Exiled 1: The Wyvern Arrives,2012,film,military
Nazis at the Center of the Earth,2012,film,apocalyptic
Nazis at the Center of the Earth,2012,film,robots
009 Re:Cyborg,2012,film,robots
Space Milkshake,2012,film,space_opera
Doctor Who: The Snowmen,2012,film,aliens
Mass Effect: Paragon Lost,2012,film,aliens
Thermae Romae,2012,film,time_travel
Alien Tornado,2012,film,aliens
State of Emergency,2012,film,apocalyptic
Mardock Scramble: The Third Exhaust,2012,film,cyberpunk
Mardock Scramble: The Third Exhaust,2012,film,robots
A Little Bit Zombie,2012,film,apocalyptic
Resident Evil: Retribution,2012,film,apocalyptic
Resident Evil: Retribution,2012,film,dystopia
The History of Future Folk,2012,film,aliens
Pacific Rim,2013,film,aliens
Pacific Rim,2013,film,dystopia
Pacific Rim,2013,film,robots
World War Z,2013,film,apocalyptic
World War Z,2013,film,dystopia
Man of Steel,2013,film,aliens
The Hunger Games: Catching Fire,2013,film,dystopia
Star Trek Into Darkness,2013,film,aliens
Star Trek Into Darkness,2013,film,space_opera
Her,2013,film,robots
Oblivion,2013,film,apocalyptic
Oblivion,2013,film,dystopia
Oblivion,2013,film,space_opera
The Purge,2013,film,dystopia
Snowpiercer,2013,film,apocalyptic
Snowpiercer,2013,film,dystopia
Gravity,2013,film,space_opera
Ender's Game,2013,film,aliens
Ender's Game,2013,film,space_opera
Dark Skies,2013,film,aliens
Elysium,2013,film,dystopia
After Earth,2013,film,aliens
After Earth,2013,film,apocalyptic
After Earth,2013,film,dystopia
Riddick,2013,film,aliens
Riddick,2013,film,dystopia
The Host,2013,film,aliens
The Host,2013,film,dystopia
The Flu,2013,film,apocalyptic
The Colony,2013,film,dystopia
"Batman: The Dark Knight Returns, Part 2",2013,film,dystopia
Justice League: The Flashpoint Paradox,2013,film,time_travel
Escape from Planet Earth,2013,film,aliens
Escape from Planet Earth,2013,film,space_opera
Europa Report,2013,film,space_opera
Steins;Gate: The Movie - Load Region of Déjà Vu,2013,film,time_travel
The Last Days on Mars,2013,film,apocalyptic
The Machine,2013,film,dystopia
The Machine,2013,film,military
The Machine,2013,film,robots
Doctor Who: The Day of the Doctor,2013,film,aliens
Doctor Who: The Day of the Doctor,2013,film,time_travel
The Zero Theorem,2013,film,dystopia
How I Live Now,2013,film,apocalyptic
Space Pirate Captain Harlock,2013,film,space_opera
Patema Inverted,2013,film,dystopia
Gintama: The Final Chapter - Be Forever Yorozuya,2013,film,time_travel
009-1: The End of the Beginning,2013,film,apocalyptic
009-1: The End of the Beginning,2013,film,dystopia
009-1: The End of the Beginning,2013,film,robots
Ghost in the Shell: Arise - Border 1: Ghost Pain,2013,film,cyberpunk
Ghost in the Shell: Arise - Border 1: Ghost Pain,2013,film,robots
Ghost in the Shell: Arise - Border 2: Ghost Whispers,2013,film,cyberpunk
Ghost in the Shell: Arise - Border 2: Ghost Whispers,2013,film,robots
Doctor Who: The Time of the Doctor,2013,film,aliens
Bounty Killer,2013,film,apocalyptic
Bounty Killer,2013,film,dystopia
A Certain Magical Index: The Miracle of Endymion,2013,film,robots
Code Geass: Akito the Exiled 2: The Wyvern Divided,2013,film,alternate_history
Code Geass: Akito the Exiled 2: The Wyvern Divided,2013,film,military
Spiders,2013,film,aliens
The Last Days,2013,film,apocalyptic
The Last Days,2013,film,dystopia
Battle of the Damned,2013,film,apocalyptic
Battle of the Damned,2013,film,robots
Puppy,2013,film,aliens
Doctor Who: The Night of the Doctor,2013,film,time_travel
Robosapien: Rebooted,2013,film,robots
Skinwalker Ranch,2013,film,aliens
I'll Follow You Down,2013,film,time_travel
Independence Daysaster,2013,film,aliens
Independence Daysaster,2013,film,space_opera
Zombie Hunter,2013,film,apocalyptic
R'ha,2013,film,aliens
Riddick: Blindsided,2013,film,dystopia
Interstellar,2014,film,dystopia
Interstellar,2014,film,robots
Interstellar,2014,film,space_opera
Interstellar,2014,film,time_travel
The Maze Runner,2014,film,apocalyptic
The Maze Runner,2014,film,dystopia
X-Men: Days of Future Past,2014,film,time_travel
